plz,bfs,canton,village,zip-share
6672,5324,TI,Gordevio,100
6809,5391,TI,Medeglia,100
6652,5396,TI,Tegna,100
6653,5396,TI,Verscio,100
6654,5396,TI,Cavigliano,100
6655,5397,TI,Intragna,100
6655,5397,TI,Verdasio,100
6655,5397,TI,Rasa,100
6656,5397,TI,Golino,100
6657,5397,TI,Palagnedra,100
6658,5397,TI,Borgnone,100
6659,5397,TI,Camedo,100
6659,5397,TI,Moneto,100
6571,5398,TI,Indemini,100
6572,5398,TI,Quartino,100
6573,5398,TI,Magadino,100
6574,5398,TI,Vira (Gambarogno),100
6575,5398,TI,S. Nazzaro,100
6575,5398,TI,Vairano,100
6576,5398,TI,Gerra (Gambarogno),100
6577,5398,TI,Ranzo,100
6578,5398,TI,Caviano,100
6579,5398,TI,Piazzogna,100
6594,5398,TI,Contone,100
6631,5399,TI,Corippo,100
6632,5399,TI,Vogorno,100
6633,5399,TI,Lavertezzo,100
6634,5399,TI,Brione (Verzasca),100
6635,5399,TI,Gerra (Verzasca),100
6636,5399,TI,Frasco,100
6637,5399,TI,Sonogno,100
1860,5401,VD,Aigle,100
1880,5402,VD,Bex,100
1880,5402,VD,Frenières-sur-Bex,100
1880,5402,VD,Fenalet-sur-Bex,100
1880,5402,VD,Les Plans-sur-Bex,100
1880,5402,VD,Les Posses-sur-Bex,100
1846,5403,VD,Chessel,100
1856,5404,VD,Corbeyrier,100
1882,5405,VD,Gryon,100
1892,5406,VD,Lavey-Village,100
1892,5406,VD,Lavey-les-Bains,100
1892,5406,VD,Morcles,100
1854,5407,VD,Leysin,100
1845,5408,VD,Noville,100
1867,5409,VD,Ollon VD,100
1867,5409,VD,St-Triphon,100
1867,5409,VD,Panex,100
1884,5409,VD,Villars-sur-Ollon,100
1884,5409,VD,Arveyes,100
1884,5409,VD,Huémoz,100
1885,5409,VD,Chesières,100
1862,5410,VD,Les Mosses,100
1862,5410,VD,La Comballaz,100
1863,5410,VD,Le Sépey,100
1866,5410,VD,La Forclaz VD,100
1864,5411,VD,Vers-l'Eglise,100
1865,5411,VD,Les Diablerets,100
1847,5412,VD,Rennaz,100
1852,5413,VD,Roche VD,100
1844,5414,VD,Villeneuve VD,100
1853,5415,VD,Yvorne,100
1170,5422,VD,Aubonne,100
1174,5422,VD,Montherod,100
1174,5422,VD,Pizy,100
1144,5423,VD,Ballens,100
1149,5424,VD,Berolle,100
1145,5425,VD,Bière,100
1172,5426,VD,Bougy-Villars,100
1173,5427,VD,Féchy,100
1188,5428,VD,Gimel,100
1261,5429,VD,Longirod,100
1261,5430,VD,Marchissy,100
1146,5431,VD,Mollens VD,100
1188,5434,VD,St-George,100
1176,5435,VD,St-Livres,100
1187,5436,VD,St-Oyens,100
1189,5437,VD,Saubraz,100
1580,5451,VD,Avenches,100
1580,5451,VD,Oleyres,100
1580,5451,VD,Donatyre,100
1588,5456,VD,Cudrefin,100
1595,5458,VD,Faoug,100
1584,5464,VD,Villars-le-Grand,100
1585,5464,VD,Salavaux,100
1585,5464,VD,Bellerive VD,100
1585,5464,VD,Cotterd,100
1586,5464,VD,Vallamand,100
1587,5464,VD,Montmagny,100
1587,5464,VD,Constantine,100
1589,5464,VD,Chabrey,100
1787,5464,VD,Mur (Vully) VD,100
1042,5471,VD,Bettens,100
1035,5472,VD,Bournens,100
1034,5473,VD,Boussens,100
1308,5474,VD,La Chaux (Cossonay),100
1148,5475,VD,Chavannes-le-Veyron,100
1316,5476,VD,Chevilly,100
1304,5477,VD,Cossonay-Ville,100
1304,5477,VD,Allens,100
1148,5479,VD,Cuarnens,100
1306,5480,VD,Daillens,100
1304,5481,VD,Dizy,100
1312,5482,VD,Eclépens,100
1313,5483,VD,Ferreyres,100
1124,5484,VD,Gollion,100
1117,5485,VD,Grancy,100
1148,5486,VD,L'Isle,100
1148,5486,VD,Villars-Bozon,100
1148,5486,VD,La Coudre,100
1307,5487,VD,Lussery-Villars,100
1148,5488,VD,Mauraz,100
1031,5489,VD,Mex VD,100
1148,5490,VD,Moiry VD,100
1148,5491,VD,Mont-la-Ville,100
1147,5492,VD,Montricher,100
1317,5493,VD,Orny,100
1305,5495,VD,Penthalaz,100
1303,5496,VD,Penthaz,100
1318,5497,VD,Pompaples,100
1315,5498,VD,La Sarraz,100
1304,5499,VD,Senarclens,100
1036,5501,VD,Sullens,100
1302,5503,VD,Vufflens-la-Ville,100
1042,5511,VD,Assens,100
1042,5511,VD,Bioley-Orjulaz,100
1038,5512,VD,Bercher,100
1041,5514,VD,Bottens,100
1053,5515,VD,Bretigny-sur-Morrens,100
1053,5516,VD,Cugy VD,100
1040,5518,VD,Echallens,100
1417,5520,VD,Essertines-sur-Yverdon,100
1417,5520,VD,Epautheyres,100
1037,5521,VD,Etagnières,100
1044,5522,VD,Fey,100
1055,5523,VD,Froideville,100
1054,5527,VD,Morrens VD,100
1377,5529,VD,Oulens-sous-Echallens,100
1416,5530,VD,Pailly,100
1375,5531,VD,Penthéréaz,100
1041,5533,VD,Poliez-Pittet,100
1046,5534,VD,Rueyres,100
1040,5535,VD,St-Barthélemy VD,100
1040,5537,VD,Villars-le-Terroir,100
1418,5539,VD,Vuarrens,100
1041,5540,VD,Dommartin,100
1041,5540,VD,Naz,100
1041,5540,VD,Poliez-le-Grand,100
1043,5540,VD,Sugnens,100
1376,5541,VD,Goumoens-la-Ville,100
1376,5541,VD,Eclagnens,100
1376,5541,VD,Goumoens-le-Jux,100
1427,5551,VD,Bonvillars,100
1452,5552,VD,Les Rasses,100
1453,5552,VD,Bullet,100
1424,5553,VD,Champagne,100
1426,5554,VD,Concise,100
1426,5555,VD,Corcelles-près-Concise,100
1420,5556,VD,Fiez,100
1421,5557,VD,Fontaines-sur-Grandson,100
1429,5559,VD,Giez,100
1421,5560,VD,Grandevent,100
1422,5561,VD,Grandson,100
1453,5562,VD,Mauborget,100
1428,5563,VD,Mutrux,100
1431,5564,VD,Novalles,100
1425,5565,VD,Onnens VD,100
1428,5566,VD,Provence,100
1450,5568,VD,Ste-Croix,100
1450,5568,VD,La Sagne (Ste-Croix),100
1450,5568,VD,Le Château-de-Ste-Croix,100
1454,5568,VD,L'Auberson,100
1454,5568,VD,La Vraconnaz,100
1423,5571,VD,Villars-Burquin,100
1423,5571,VD,Fontanezier,100
1423,5571,VD,Romairon,100
1423,5571,VD,Vaugondry,100
1092,5581,VD,Belmont-sur-Lausanne,100
1033,5582,VD,Cheseaux-sur-Lausanne,100
1023,5583,VD,Crissier,100
1066,5584,VD,Epalinges,100
1008,5585,VD,Jouxtens-Mézery,100
1000,5586,VD,Lausanne 25,100
1000,5586,VD,Lausanne 26,100
1000,5586,VD,Lausanne 27,100
1003,5586,VD,Lausanne,100
1004,5586,VD,Lausanne,100
1005,5586,VD,Lausanne,100
1006,5586,VD,Lausanne,100
1007,5586,VD,Lausanne,100
1010,5586,VD,Lausanne,100
1011,5586,VD,Lausanne,100
1012,5586,VD,Lausanne,100
1018,5586,VD,Lausanne,100
1052,5587,VD,Le Mont-sur-Lausanne,100
1094,5588,VD,Paudex,100
1008,5589,VD,Prilly,100
1009,5590,VD,Pully,100
1068,5590,VD,Les Monts-de-Pully,100
1020,5591,VD,Renens VD,100
1032,5592,VD,Romanel-sur-Lausanne,100
1071,5601,VD,Chexbres,100
1072,5604,VD,Forel (Lavaux),100
1090,5606,VD,La Croix (Lutry),100
1093,5606,VD,La Conversion,100
1095,5606,VD,Lutry,100
1070,5607,VD,Puidoux,100
1071,5609,VD,Rivaz,100
1071,5610,VD,St-Saphorin (Lavaux),100
1073,5611,VD,Savigny,100
1073,5611,VD,Mollie-Margot,100
1091,5613,VD,Grandvaux,100
1091,5613,VD,Aran,100
1091,5613,VD,Chenaux,100
1096,5613,VD,Cully,100
1096,5613,VD,Villette (Lavaux),100
1097,5613,VD,Riex,100
1098,5613,VD,Epesses,100
1123,5621,VD,Aclens,100
1121,5622,VD,Bremblens,100
1164,5623,VD,Buchillon,100
1030,5624,VD,Bussigny,100
1022,5627,VD,Chavannes-près-Renens,100
1134,5628,VD,Chigny,100
1127,5629,VD,Clarmont,100
1135,5631,VD,Denens,100
1026,5632,VD,Denges,100
1026,5633,VD,Echandens,100
1112,5634,VD,Echichens,100
1113,5634,VD,St-Saphorin-sur-Morges,100
1114,5634,VD,Colombier VD,100
1125,5634,VD,Monnaz,100
1024,5635,VD,Ecublens VD,100
1163,5636,VD,Etoy,100
1175,5637,VD,Lavigny,100
1027,5638,VD,Lonay,100
1132,5639,VD,Lully VD,100
1167,5640,VD,Lussy-sur-Morges,100
1110,5642,VD,Morges,100
1028,5643,VD,Préverenges,100
1122,5645,VD,Romanel-sur-Morges,100
1162,5646,VD,St-Prex,100
1015,5648,VD,Lausanne,100
1025,5648,VD,St-Sulpice VD,100
1131,5649,VD,Tolochenaz,100
1126,5650,VD,Vaux-sur-Morges,100
1029,5651,VD,Villars-Ste-Croix,100
1168,5652,VD,Villars-sous-Yens,100
1134,5653,VD,Vufflens-le-Château,100
1115,5654,VD,Vullierens,100
1169,5655,VD,Yens,100
1116,5656,VD,Cottens VD,100
1128,5656,VD,Reverolle,100
1136,5656,VD,Bussy-Chardonney,100
1141,5656,VD,Sévery,100
1142,5656,VD,Pampigny,100
1143,5656,VD,Apples,100
1063,5661,VD,Boulens,100
1514,5663,VD,Bussy-sur-Moudon,100
1512,5665,VD,Chavannes-sur-Moudon,100
1521,5669,VD,Curtilles,100
1682,5671,VD,Dompierre VD,100
1513,5673,VD,Hermenches,100
1682,5674,VD,Lovatens,100
1522,5675,VD,Lucens,100
1522,5675,VD,Oulens-sur-Lucens,100
1526,5675,VD,Forel-sur-Lucens,100
1526,5675,VD,Cremin,100
1683,5675,VD,Brenles,100
1683,5675,VD,Chesalles-sur-Moudon,100
1683,5675,VD,Sarzens,100
1510,5678,VD,Moudon,100
1045,5680,VD,Ogens,100
1682,5683,VD,Prévonloup,100
1513,5684,VD,Rossenges,100
1510,5688,VD,Syens,100
1515,5690,VD,Villars-le-Comte,100
1509,5692,VD,Vucherens,100
1063,5693,VD,Chapelle-sur-Moudon,100
1063,5693,VD,Martherenges,100
1063,5693,VD,Peyres-Possens,100
1409,5693,VD,Chanéaz,100
1410,5693,VD,Thierrens,100
1410,5693,VD,Correvon,100
1410,5693,VD,Denezy,100
1410,5693,VD,St-Cierges,100
1515,5693,VD,Neyruz-sur-Moudon,100
1277,5701,VD,Arnex-sur-Nyon,100
1273,5702,VD,Arzier-Le Muids,100
1269,5703,VD,Bassins,100
1268,5704,VD,Begnins,100
1279,5705,VD,Bogis-Bossey,100
1277,5706,VD,Borex,100
1279,5707,VD,Chavannes-de-Bogis,100
1290,5708,VD,Chavannes-des-Bois,100
1275,5709,VD,Chéserex,100
1267,5710,VD,Coinsins,100
1291,5711,VD,Commugny,100
1296,5712,VD,Coppet,100
1299,5713,VD,Crans VD,100
1263,5714,VD,Crassier,100
1266,5715,VD,Duillier,100
1262,5716,VD,Eysins,100
1297,5717,VD,Founex,100
1272,5718,VD,Genolier,100
1276,5719,VD,Gingins,100
1271,5720,VD,Givrins,100
1196,5721,VD,Gland,100
1274,5722,VD,Grens,100
1295,5723,VD,Mies,100
1260,5724,VD,Nyon,100
1197,5725,VD,Prangins,100
1278,5726,VD,La Rippe,100
1264,5727,VD,St-Cergue,100
1265,5727,VD,La Cure,100
1274,5728,VD,Signy,100
1295,5729,VD,Tannay,100
1270,5730,VD,Trélex,100
1261,5731,VD,Le Vaud,100
1267,5732,VD,Vich,100
1355,5741,VD,L'Abergement,100
1352,5742,VD,Agiez,100
1321,5743,VD,Arnex-sur-Orbe,100
1338,5744,VD,Ballaigues,100
1446,5745,VD,Baulmes,100
1372,5746,VD,Bavois,100
1353,5747,VD,Bofflens,100
1329,5748,VD,Bretonnières,100
1373,5749,VD,Chavornay,100
1374,5749,VD,Corcelles-sur-Chavornay,100
1435,5749,VD,Essert-Pittet,100
1356,5750,VD,Les Clées,100
1356,5750,VD,La Russille,100
1322,5752,VD,Croy,100
1326,5754,VD,Juriens,100
1357,5755,VD,Lignerolle,100
1354,5756,VD,Montcherand,100
1350,5757,VD,Orbe,100
1148,5758,VD,La Praz,100
1324,5759,VD,Premier,100
1439,5760,VD,Rances,100
1323,5761,VD,Romainmôtier,100
1355,5762,VD,Sergey,100
1358,5763,VD,Valeyres-sous-Rances,100
1337,5764,VD,Vallorbe,100
1325,5765,VD,Vaulion,100
1445,5766,VD,Vuiteboeuf,100
1082,5785,VD,Corcelles-le-Jorat,100
1613,5790,VD,Maracon,100
1081,5792,VD,Montpreveyres,100
1088,5798,VD,Ropraz,100
1077,5799,VD,Servion,100
1080,5799,VD,Les Cullayes,100
1085,5803,VD,Vulliens,100
1041,5804,VD,Montaubion-Chardonney,100
1058,5804,VD,Villars-Tiercelin,100
1059,5804,VD,Peney-le-Jorat,100
1061,5804,VD,Villars-Mendraz,100
1062,5804,VD,Sottens,100
1078,5805,VD,Essertes,100
1607,5805,VD,Palézieux,100
1607,5805,VD,Palézieux-Village,100
1607,5805,VD,Les Tavernes,100
1607,5805,VD,Les Thioleyres,100
1608,5805,VD,Oron-le-Châtel,100
1608,5805,VD,Bussigny-sur-Oron,100
1608,5805,VD,Chesalles-sur-Oron,100
1610,5805,VD,Oron-la-Ville,100
1610,5805,VD,Châtillens,100
1610,5805,VD,Vuibroye,100
1612,5805,VD,Ecoteaux,100
1076,5806,VD,Ferlens VD,100
1083,5806,VD,Mézières VD,100
1084,5806,VD,Carrouge VD,100
1537,5812,VD,Champtauroz,100
1545,5813,VD,Chevroux,100
1562,5816,VD,Corcelles-près-Payerne,100
1543,5817,VD,Grandcour,100
1525,5819,VD,Henniez,100
1565,5821,VD,Missy,100
1530,5822,VD,Payerne,100
1551,5822,VD,Vers-chez-Perrin,100
1552,5827,VD,Trey,100
1538,5828,VD,Treytorrens (Payerne),100
1554,5830,VD,Sédeilles,100
1554,5830,VD,Rossens VD,100
1555,5830,VD,Villarzel,100
1523,5831,VD,Granges-près-Marnand,100
1524,5831,VD,Marnand,100
1525,5831,VD,Seigneux,100
1534,5831,VD,Sassel,100
1535,5831,VD,Combremont-le-Grand,100
1536,5831,VD,Combremont-le-Petit,100
1682,5831,VD,Villars-Bramard,100
1682,5831,VD,Cerniaz VD,100
1660,5841,VD,Château-d'Oex,100
1660,5841,VD,Les Moulins,100
1660,5841,VD,L'Etivaz,100
1660,5841,VD,La Lécherette,100
1658,5842,VD,Rossinière,100
1658,5842,VD,La Tine,100
1659,5843,VD,Rougemont,100
1659,5843,VD,Flendruz,100
1165,5851,VD,Allaman,100
1195,5852,VD,Bursinel,100
1183,5853,VD,Bursins,100
1268,5854,VD,Burtigny,100
1195,5855,VD,Dully,100
1186,5856,VD,Essertines-sur-Rolle,100
1182,5857,VD,Gilly,100
1184,5858,VD,Luins,100
1185,5859,VD,Mont-sur-Rolle,100
1166,5860,VD,Perroy,100
1180,5861,VD,Rolle,100
1180,5862,VD,Tartegnin,100
1184,5863,VD,Vinzel,100
1342,5871,VD,Le Pont,100
1344,5871,VD,L'Abbaye,100
1346,5871,VD,Les Bioux,100
1341,5872,VD,L'Orient,100
1347,5872,VD,Le Sentier,100
1347,5872,VD,Le Solliat,100
1348,5872,VD,Le Brassus,100
1343,5873,VD,Les Charbonnières,100
1345,5873,VD,Le Lieu,100
1345,5873,VD,Le Séchey,100
1801,5882,VD,Le Mont-Pèlerin,100
1803,5882,VD,Chardonne,100
1802,5883,VD,Corseaux,100
1804,5884,VD,Corsier-sur-Vevey,100
1808,5884,VD,Les Monts-de-Corsier,100
1809,5884,VD,Fenil-sur-Corsier,100
1805,5885,VD,Jongny,100
1815,5886,VD,Clarens,100
1816,5886,VD,Chailly-Montreux,100
1817,5886,VD,Brent,100
1820,5886,VD,Montreux,100
1820,5886,VD,Territet,100
1822,5886,VD,Chernex,100
1823,5886,VD,Glion,100
1824,5886,VD,Caux,100
1832,5886,VD,Chamby,100
1832,5886,VD,Villard-sur-Chamby,100
1833,5886,VD,Les Avants,100
1814,5889,VD,La Tour-de-Peilz,100
1800,5890,VD,Vevey,100
1820,5891,VD,Veytaux,100
1806,5892,VD,St-Légier-La Chiésaz,100
1807,5892,VD,Blonay,100
1432,5902,VD,Belmont-sur-Yverdon,100
1407,5903,VD,Bioley-Magnoux,100
1436,5904,VD,Chamblon,100
1443,5905,VD,Champvent,100
1443,5905,VD,Essert-sous-Champvent,100
1443,5905,VD,Villars-sous-Champvent,100
1464,5907,VD,Chavannes-le-Chêne,100
1464,5908,VD,Chêne-Pâquier,100
1400,5909,VD,Cheseaux-Noréaz,100
1406,5910,VD,Cronay,100
1404,5911,VD,Cuarny,100
1415,5912,VD,Démoret,100
1407,5913,VD,Donneloye,100
1407,5913,VD,Gossens,100
1407,5913,VD,Mézery-près-Donneloye,100
1408,5913,VD,Prahins,100
1434,5914,VD,Ependes VD,100
1438,5919,VD,Mathod,100
1415,5921,VD,Molondin,100
1442,5922,VD,Montagny-près-Yverdon,100
1047,5923,VD,Oppens,100
1430,5924,VD,Orges,100
1413,5925,VD,Orzens,100
1405,5926,VD,Pomy,100
1463,5928,VD,Rovray,100
1433,5929,VD,Suchy,100
1437,5930,VD,Suscévaz,100
1436,5931,VD,Treycovagnes,100
1412,5932,VD,Ursins,100
1441,5933,VD,Valeyres-sous-Montagny,100
1412,5934,VD,Valeyres-sous-Ursins,100
1404,5935,VD,Villars-Epeney,100
1431,5937,VD,Vugelles-La Mothe,100
1400,5938,VD,Yverdon-les-Bains,100
1432,5938,VD,Gressy,100
1462,5939,VD,Yvonand,100
3900,6002,VS,Brig,100
3900,6002,VS,Gamsen,100
3900,6002,VS,Brigerbad,100
3902,6002,VS,Glis,100
3939,6004,VS,Eggerberg,100
3903,6007,VS,Mund,100
3903,6007,VS,Birgisch,100
3904,6007,VS,Naters,100
3914,6007,VS,Blatten b. Naters,100
3914,6007,VS,Belalp,100
3901,6008,VS,Rothwald,100
3911,6008,VS,Ried-Brig,100
3907,6009,VS,Simplon Dorf,100
3907,6009,VS,Simplon Hospiz,100
3907,6009,VS,Gabi (Simplon),100
3912,6010,VS,Termen,100
3913,6010,VS,Rosswald,100
3907,6011,VS,Gondo,100
1957,6021,VS,Ardon,100
1955,6022,VS,Chamoson,100
1955,6022,VS,Mayens-de-Chamoson,100
1955,6022,VS,Les Vérines (Chamoson),100
1955,6022,VS,Némiaz (Chamoson),100
1955,6022,VS,Grugnay (Chamoson),100
1955,6022,VS,St-Pierre-de-Clages,100
1964,6023,VS,Conthey,100
1975,6023,VS,St-Séverin,100
1976,6023,VS,Erde,100
1976,6023,VS,Aven,100
1976,6023,VS,Daillon,100
1993,6024,VS,Clèbes (Nendaz),100
1994,6024,VS,Aproz (Nendaz),100
1996,6024,VS,Basse-Nendaz,100
1996,6024,VS,Fey (Nendaz),100
1996,6024,VS,Bieudron (Nendaz),100
1996,6024,VS,Condémines (Nendaz),100
1996,6024,VS,Saclentse,100
1996,6024,VS,Baar (Nendaz),100
1996,6024,VS,Beuson (Nendaz),100
1996,6024,VS,Brignon (Nendaz),100
1997,6024,VS,Haute-Nendaz,100
1997,6024,VS,Siviez (Nendaz),100
1997,6024,VS,Sornard (Nendaz),100
1963,6025,VS,Vétroz,100
1946,6032,VS,Bourg-St-Pierre,100
1945,6033,VS,Liddes,100
1945,6033,VS,Fontaine Dessus (Liddes),100
1945,6033,VS,Fontaine Dessous (Liddes),100
1945,6033,VS,Dranse (Liddes),100
1945,6033,VS,Chandonne (Liddes),100
1945,6033,VS,Rive Haute (Liddes),100
1945,6033,VS,Fornex (Liddes),100
1945,6033,VS,Les Moulins VS (Liddes),100
1945,6033,VS,Vichères (Liddes),100
1945,6033,VS,Palasuit (Liddes),100
1945,6033,VS,Chez Petit (Liddes),100
1945,6033,VS,Petit Vichères (Liddes),100
1937,6034,VS,Orsières,100
1938,6034,VS,Champex-Lac,100
1943,6034,VS,Praz-de-Fort,100
1944,6034,VS,La Fouly VS,100
1933,6035,VS,Sembrancher,100
1933,6035,VS,Chamoille (Sembrancher),100
1933,6035,VS,La Garde (Sembrancher),100
1927,6037,VS,Chemin,100
1933,6037,VS,Vens (Sembrancher),100
1934,6037,VS,Le Châble VS,100
1934,6037,VS,Bruson,100
1936,6037,VS,Verbier,100
1941,6037,VS,Vollèges,100
1941,6037,VS,Cries (Vollèges),100
1942,6037,VS,Levron,100
1947,6037,VS,Versegères,100
1947,6037,VS,Champsec,100
1948,6037,VS,Lourtier,100
1948,6037,VS,Fionnay,100
1948,6037,VS,Sarreyer,100
3997,6052,VS,Bellwald,100
3996,6054,VS,Binn,100
3995,6056,VS,Ernen,100
3995,6056,VS,Ausserbinn,100
3995,6056,VS,Mühlebach (Goms),100
3995,6056,VS,Steinhaus,100
3984,6057,VS,Fiesch,100
3801,6058,VS,Jungfraujoch,100
3984,6058,VS,Fieschertal,100
3994,6061,VS,Lax,100
3988,6076,VS,Ulrichen,100
3988,6076,VS,Obergesteln,100
3999,6076,VS,Oberwald,100
3985,6077,VS,Münster VS,100
3985,6077,VS,Geschinen,100
3989,6077,VS,Biel VS,100
3989,6077,VS,Ritzingen,100
3989,6077,VS,Selkingen,100
3989,6077,VS,Niederwald,100
3989,6077,VS,Blitzingen,100
3998,6077,VS,Reckingen VS,100
3998,6077,VS,Gluringen,100
1966,6082,VS,Fortunau (Ayent),100
1966,6082,VS,Luc (Ayent),100
1966,6082,VS,St-Romain (Ayent),100
1966,6082,VS,Saxonne (Ayent),100
1966,6082,VS,Villa (Ayent),100
1966,6082,VS,La Place (Ayent),100
1966,6082,VS,Botyre (Ayent),100
1966,6082,VS,Blignou (Ayent),100
1966,6082,VS,Argnou (Ayent),100
1966,6082,VS,Signèse (Ayent),100
1972,6082,VS,Anzère,100
1983,6083,VS,Evolène,100
1983,6083,VS,Lanna,100
1984,6083,VS,Les Haudères,100
1984,6083,VS,La Tour VS,100
1985,6083,VS,La Sage,100
1985,6083,VS,La Forclaz VS,100
1985,6083,VS,Villa (Evolène),100
1986,6083,VS,Arolla,100
1982,6084,VS,Euseigne,100
1987,6084,VS,Hérémence,100
1969,6087,VS,St-Martin VS,100
1969,6087,VS,Liez (St-Martin),100
1969,6087,VS,Trogne (St-Martin),100
1969,6087,VS,Suen (St-Martin),100
1969,6087,VS,Eison (St-Martin),100
1981,6089,VS,Vex,100
1988,6089,VS,Thyon,100
1988,6089,VS,Les Collons,100
1992,6089,VS,Les Mayens-de-Sion,100
1961,6090,VS,Vernamiège,100
1968,6090,VS,Mase,100
1973,6090,VS,Nax,100
3951,6101,VS,Agarn,100
3955,6102,VS,Albinen,100
3947,6104,VS,Ergisch,100
3953,6109,VS,Inden,100
3952,6110,VS,Susten,100
3953,6110,VS,Leuk Stadt,100
3957,6110,VS,Erschmatt,100
3954,6111,VS,Leukerbad,100
3948,6112,VS,Oberems,100
3970,6113,VS,Salgesch,100
3953,6116,VS,Varen,100
3956,6117,VS,Guttet-Feschel,100
3945,6118,VS,Gampel,100
3945,6118,VS,Niedergampel,100
3957,6118,VS,Bratsch,100
3946,6119,VS,Turtmann,100
3946,6119,VS,Gruben,100
3948,6119,VS,Unterems,100
1932,6131,VS,Bovernier,100
1932,6131,VS,Les Valettes (Bovernier),100
1926,6133,VS,Fully,100
1914,6134,VS,Isérables,100
1911,6135,VS,Ovronnaz,100
1912,6135,VS,Leytron,100
1912,6135,VS,Produit (Leytron),100
1912,6135,VS,Montagnon (Leytron),100
1912,6135,VS,Dugny (Leytron),100
1906,6136,VS,Charrat,100
1920,6136,VS,Martigny,100
1921,6137,VS,Martigny-Croix,100
1928,6137,VS,Ravoire,100
1908,6139,VS,Riddes,100
1914,6139,VS,Auddes-sur-Riddes,100
1918,6139,VS,La Tzoumaz,100
1913,6140,VS,Saillon,100
1907,6141,VS,Saxon,100
1929,6142,VS,Trient,100
1874,6151,VS,Champéry,100
1868,6152,VS,Collombey,100
1868,6152,VS,Collombey,100
1893,6152,VS,Muraz (Collombey),100
1870,6153,VS,Monthey,100
1870,6153,VS,Monthey,100
1871,6153,VS,Choëx,100
1871,6153,VS,Les Giettes,100
1897,6154,VS,Bouveret,100
1897,6154,VS,Les Evouettes,100
1898,6155,VS,St-Gingolph,100
1872,6156,VS,Troistorrents,100
1875,6156,VS,Morgins,100
1873,6157,VS,Val-d'Illiez,100
1873,6157,VS,Champoussin,100
1873,6157,VS,Les Crosets,100
1895,6158,VS,Vionnaz,100
1899,6158,VS,Torgon,100
1896,6159,VS,Vouvry,100
1896,6159,VS,Miex,100
3983,6172,VS,Bister,100
3982,6173,VS,Bitsch,100
3993,6177,VS,Grengiols,100
3983,6181,VS,Goppisberg,100
3983,6181,VS,Greich,100
3986,6181,VS,Ried-Mörel,100
3987,6181,VS,Riederalp,100
3938,6191,VS,Ausserberg,100
3919,6192,VS,Blatten (Lötschen),100
3935,6193,VS,Bürchen,100
3943,6194,VS,Eischoll,100
3916,6195,VS,Ferden,100
3917,6195,VS,Goppenstein,100
3917,6197,VS,Kippel,100
3942,6198,VS,Niedergesteln,100
3942,6199,VS,Raron,100
3942,6199,VS,St. German,100
3944,6201,VS,Unterbäch VS,100
3918,6202,VS,Wiler (Lötschen),100
3983,6203,VS,Mörel,100
3983,6203,VS,Filet,100
3940,6204,VS,Steg VS,100
3949,6204,VS,Hohtenn,100
3991,6205,VS,Betten,100
3992,6205,VS,Bettmeralp,100
3994,6205,VS,Martisberg,100
1903,6211,VS,Collonges,100
1905,6212,VS,Dorénaz,100
1902,6213,VS,Evionnaz,100
1925,6214,VS,Finhaut,100
1925,6214,VS,Le Châtelard VS,100
1869,6215,VS,Massongex,100
1890,6217,VS,St-Maurice,100
1890,6217,VS,Mex VS,100
1922,6218,VS,Salvan,100
1922,6218,VS,Les Granges (Salvan),100
1923,6218,VS,Les Marécottes,100
1923,6218,VS,Le Trétien,100
1904,6219,VS,Vernayaz,100
1891,6220,VS,Vérossaz,100
3966,6232,VS,Chalais,100
3966,6232,VS,Réchy,100
3967,6232,VS,Vercorin,100
3965,6235,VS,Chippis,100
3979,6238,VS,Grône,100
1977,6239,VS,Icogne,100
1978,6240,VS,Lens,100
3978,6240,VS,Flanthey,100
1958,6246,VS,St-Léonard,100
3960,6248,VS,Sierre,100
3960,6248,VS,Muraz (Sierre),100
3976,6248,VS,Noës,100
3977,6248,VS,Granges VS,100
3960,6252,VS,Niouc,100
3961,6252,VS,Vissoie,100
3961,6252,VS,St-Luc,100
3961,6252,VS,Chandolin,100
3961,6252,VS,Ayer,100
3961,6252,VS,Zinal,100
3961,6252,VS,Grimentz,100
3961,6252,VS,Mission,100
3961,6252,VS,St-Jean VS,100
3960,6253,VS,Corin-de-la-Crête,100
3960,6253,VS,Loc,100
3963,6253,VS,Crans-Montana,100
3963,6253,VS,Montana,100
3963,6253,VS,Aminona,100
3971,6253,VS,Chermignon,100
3971,6253,VS,Chermignon-d'en-Bas,100
3971,6253,VS,Ollon VS,100
3974,6253,VS,Mollens VS,100
3975,6253,VS,Randogne,100
3976,6253,VS,Champzabé,100
3968,6254,VS,Veyras,100
3972,6254,VS,Miège,100
3973,6254,VS,Venthône,100
1974,6261,VS,Arbaz,100
1971,6263,VS,Grimisuat,100
1971,6263,VS,Champlan (Grimisuat),100
1965,6265,VS,Savièse,100
1950,6266,VS,Sion,100
1958,6266,VS,Uvrier,100
1962,6266,VS,Pont-de-la-Morge (Sion),100
1967,6266,VS,Bramois,100
1991,6266,VS,Salins,100
1991,6266,VS,Arvillard (Salins),100
1991,6266,VS,Pravidondaz (Salins),100
1991,6266,VS,Turin (Salins),100
1991,6266,VS,Misériez (Salins),100
1992,6266,VS,Les Agettes,100
1992,6266,VS,La Vernaz (Les Agettes),100
